left_source_id,right_source_id,label,score,hard_contradiction,blocking_keys,same_retailer,brand_exact,brand_fuzzy,title_token_set,title_partial,category_exact,model_token_jaccard,salient_token_jaccard,size_match,size_conflict,pack_match,pack_conflict,price_ratio_diff,price_both_present,identifier_any,exact_ean,exact_gtin,exact_upc,exact_asin,exact_sku_same_retailer,exact_sku_cross_retailer,lexical_sim,trigram_sim,semantic_sim,retrieval_layer_count,variant_conflict
504047,505778,0,0.9990866729141309,0,exact:asin:b0g69r2vgd|exact:sku:b0g69r2vgd|lexical:fts:0.7143|trigram:title:1.0000,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0011507479861910242,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9451262632773216,4.0,0.0
158257,158280,0,0.9950774967503001,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9911930208347892,3.0,0.0
153499,182605,0,0.9923479069931004,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.03581267217630854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9993775004850594,3.0,0.0
266087,505013,0,0.9906326317897135,0,exact:asin:b06xf385wf|exact:sku:b06xf385wf|exact:upc:071249343319|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.984807172823589,4.0,0.0
106497,502318,0,0.9890271278295301,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9684918149727854,3.0,0.0
141152,505620,0,0.9889445822065308,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,1.0,0.0,0.08998940167646209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9986989714876249,3.0,0.0
71667,82400,0,0.9839842927134635,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.03002309468822171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9581021058475901,3.0,0.0
504089,505631,0,0.9836249342540989,0,exact:asin:b0dczk3hph|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8823529411764706,0.0,0.0,1.0,0.0,0.041542722330495434,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9928195480245916,4.0,0.0
58442,109007,0,0.9825210701963945,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.019904257999496095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9453313636840224,3.0,0.0
23608,24344,0,0.9805052921932741,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.035025017869907075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9960000988271135,3.0,0.0
64497,504566,0,0.9800977629581892,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9789764897501956,3.0,0.0
91447,98689,0,0.9781167530834588,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,1.0,0.0,0.13217391304347825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
84752,133111,0,0.9754200614323136,0,lexical:fts:0.7143|trigram:title:1.0000,0.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.041156840934371525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9509875339226822,3.0,0.0
505299,505940,0,0.9712350654015328,0,exact:asin:b07nfnrm9h|exact:ean:7898623241053|exact:sku:b07nfnrm9h|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.102532427424336,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0
73370,505508,0,0.9710144642776664,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0010695187165775401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9017451544613044,3.0,0.0
99655,106378,0,0.9568900793825025,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.07836482838411107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9487109846167727,3.0,0.0
266110,505420,0,0.9532768871881725,0,exact:asin:b00f4vvfou|exact:sku:b00f4vvfou|exact:upc:071249256213|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05575326215895611,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9766691364069656,4.0,0.0
6426,12457,0,0.9489105702949886,1,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.09197194076383476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9789045454689042,3.0,0.0
279693,505412,0,0.9456953561747411,0,exact:sku:mlb3206843076|lexical:fts:0.7143|trigram:title:1.0000,1.0,0.0,0.0,1.0,1.0,1.0,0.4,0.7142857142857143,0.0,0.0,0.0,0.0,0.13701431492842536,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.892696104267204,4.0,0.0
9868,505771,0,0.938451115010514,0,exact:asin:b09xdwlnlj|exact:ean:7899536104091|exact:sku:b09xdwlnlj|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.09321663019693655,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9811515401647827,4.0,0.0
249538,505429,0,0.937263478251192,0,exact:asin:b0d2y72mgq|exact:sku:b0d2y72mgq|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9823493597196199,4.0,0.0
74626,75359,0,0.9370120619501472,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9420289855072465,1.0,0.4,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9584545824408789,3.0,0.0
283998,505085,0,0.9354643669519237,0,exact:sku:mlb2065102748|lexical:fts:0.7143|trigram:title:1.0000,1.0,0.0,0.0,1.0,1.0,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.1027686532144533,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.902178987497662,4.0,0.0
263549,505200,0,0.9270071596390362,0,exact:asin:b0fzwp44nm|exact:sku:b0fzwp44nm|exact:upc:075371781438|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0437625754527163,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9809113897175705,4.0,0.0
50531,110250,0,0.925347956256913,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9217391304347826,1.0,0.4,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9723790805361376,3.0,0.0
52941,83466,0,0.9212746433710408,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9210526315789473,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.1099476439790576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9792995468375617,3.0,0.0
158257,162597,0,0.9099227049799546,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9655172413793103,1.0,0.4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9632575205975695,3.0,0.0
80168,185984,0,0.9076637812242148,0,lexical:fts:0.7143|trigram:title:1.0000,0.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.06878542060228915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.905921312269658,3.0,0.0
17512,505851,0,0.9068768987032528,0,exact:asin:b07zhygz9v|exact:ean:7896025529328|exact:sku:b07zhygz9v|lexical:fts:0.7116|trigram:title:0.9912,1.0,1.0,1.0,0.9911504424778761,0.9821428571428571,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.019912385503783353,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9962399999999999,0.9912,0.9922452884298266,4.0,0.0
92401,505149,0,0.9052395467163539,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.18220474293685607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9941079537356444,3.0,0.0
42518,91497,0,0.9009035900510365,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.685185185185185,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9814296347359395,3.0,0.0
82400,503429,0,0.8991021802251669,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.13253968253968254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9493263572380015,3.0,0.0
505019,505064,0,0.891952899191402,0,exact:asin:b01d1drcty|exact:sku:b01d1drcty|exact:upc:609332833203|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.16060862214708369,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9781639978592889,4.0,0.0
282204,505321,0,0.8912940838963503,0,exact:sku:mlb2048002831|lexical:fts:0.7143|trigram:title:1.0000,1.0,0.0,0.0,1.0,1.0,1.0,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.15730741540676746,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8924248161337838,4.0,0.0
168816,168817,0,0.8908213144228101,0,lexical:fts:0.7070|trigram:title:0.9861,1.0,1.0,1.0,0.9861111111111112,0.9861111111111112,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9897999999999999,0.9861,0.9843737088882246,3.0,0.0
500543,505234,0,0.890219640491213,1,exact:asin:b01cfl4hfa|exact:sku:b01cfl4hfa|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.05273189326556544,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9677716216420041,4.0,0.0
160289,166185,0,0.8884661751290089,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9158878504672897,1.0,0.4,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.953436184563602,3.0,0.0
47304,120145,0,0.8862219240771486,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9024390243902439,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.08334105009723122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9873721006436804,3.0,0.0
160997,170654,0,0.8855369015793434,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.9552238805970148,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.12243925678894711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9541490823556561,3.0,0.0
101140,103480,0,0.880842756710623,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,0.8064516129032258,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.019611688566385566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9766376831055587,3.0,0.0
289810,505015,0,0.8746896387594101,0,exact:sku:mlb4211200269|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.05694735680388478,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9637697842471772,4.0,0.0
501245,503717,0,0.8658690357690292,0,lexical:fts:0.7070|trigram:title:0.9861,1.0,1.0,1.0,0.9861111111111112,0.9861111111111112,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9897999999999999,0.9861,0.9729444802740859,3.0,0.0
23424,505381,0,0.8577474040207563,1,exact:asin:b0fvy98p1z|exact:sku:b0fvy98p1z|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0940782122905028,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9877706187613443,4.0,0.0
45728,101618,0,0.8566351144038222,0,lexical:fts:0.7110|trigram:title:0.9924,1.0,1.0,1.0,0.9923664122137404,0.992248062015504,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.08149010477299184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953999999999998,0.9924,0.9676162795565025,3.0,0.0
71667,112134,0,0.8537420042373056,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.1585835257890685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9503887933178995,3.0,0.0
100292,505505,0,0.8490249947409798,0,lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8181818181818182,1.0,0.0,0.0,0.0,0.0461867606342814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9313940528312236,3.0,0.0
168816,503717,0,0.8450227711647159,0,lexical:fts:0.7070|trigram:title:0.9861,1.0,1.0,1.0,0.9861111111111112,0.9861111111111112,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9897999999999999,0.9861,0.9647067458300836,3.0,0.0
244448,505568,0,0.8413848739327188,0,exact:asin:b07c8xgf63|exact:sku:b07c8xgf63|exact:upc:858098007827|lexical:fts:0.7143|trigram:title:1.0000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.0,1.0,0.0,0.13067249863313285,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9830148020044288,4.0,0.0
